accession;organism;description;basepairs;date;country;plasmid_name;plasmid_type;inc_type;transposon;beta-lactamases;beta-lactamases_range;kpc_type;kpc_start;kpc_end;integronfinder
KU578314.1;Pseudomonas aeruginosa;strain 10265 plasmid p10265-KPC, complete sequence;39496;30-MAR-2016;China;p10265-KPC;139;IncP;[Tn3] ;KPC-2 TEM-40 ;[KPC-2: 22097 - 22978] [TEM-40: 23185 - 23754] ;KPC-2;22097;22978; No Integron found
KU665642.1;Klebsiella pneumoniae;strain K47-25 plasmid pG12-KPC-2, complete sequence;113525;08-JUN-2016;unknown;pG12-KPC-2;60;IncFIB;[Tn3] ;KPC-2 OXA-9 ;[KPC-2: 12173 - 13054] [OXA-9: 22716 - 23540] ;KPC-2;12173;13054;[integron_01: 45818 - 45897] 
KU934011.1;Serratia marcescens;strain 427862 plasmid IncX-3, complete sequence;54054;13-JUN-2016;unknown;IncX-3;76;IncX3;[Tn3] ;KPC-3 SHV-159 ;[KPC-3: 17354 - 18235] [SHV-159: 4947 - 5807] ;KPC-3;17354;18235; No Integron found
KU963389.1;Escherichia coli;strain ECO37 plasmid ECO37P1, complete sequence;51594;08-JUN-2016;Brazil;ECO37P1;135;IncU;[Tn3] ;KPC-2 ;[KPC-2: 4007 - 4888] ;KPC-2;4007;4888;[integron_01: 10586 - 11912] 
KX062091.1;Klebsiella pneumoniae;strain KP148 plasmid pKP148,PINH-4900, complete sequence;53287;22-JUN-2017;Brazil;pKP148,PINH-4900;68;IncN;[unknown] ;KPC-2 ;[KPC-2: 28045 - 28926] ;KPC-2;28045;28926; No Integron found
KX154765.1;Klebsiella pneumoniae;strain Kp145/11 plasmid pKp145/11a, complete sequence;51526;22-JUN-2017;Brazil;pKp145/11a;68;IncN;[unknown] ;KPC-2 ;[KPC-2: 24275 - 25156] ;KPC-2;24275;25156; No Integron found
KX169264.1;Pseudomonas aeruginosa;strain D5170990 plasmid pD5170990, complete sequence;32888;06-SEP-2016;Brazil;pD5170990;143;IncU;[Tn3] [] [Tn3] ;KPC-2 ;[KPC-2: 5570 - 6451] ;KPC-2;5570;6451;[integron_01: 11413 - 13609] 
KX236178.1;Klebsiella pneumoniae;plasmid pHS091147, complete sequence;123082;06-JAN-2017;China;pHS091147;70;unknown;[Tn1721] [Tn3] ;KPC-2 CTX-M-14 TEM-1 ;[KPC-2: 102671 - 103552] [CTX-M-14: 80039 - 80914] [TEM-1: 66790 - 67650] ;KPC-2;102671;103552;[integron_01: 69368 - 71541] 
KX276209.1;Klebsiella pneumoniae;strain Kp314/11 plasmid pKp314/11a, complete sequence;55390;22-JUN-2017;Brazil;pKp314/11a;68;IncN;[unknown] ;KPC-2 ;[KPC-2: 29273 - 30154] ;KPC-2;29273;30154; No Integron found
KX348144.1;Klebsiella pneumoniae;strain Kp01 plasmid pKPC_Kp01, complete sequence;47506;23-JAN-2017;unknown;pKPC_Kp01;76;IncX3;[Tn3] ;KPC-2 SHV-159 ;[KPC-2: 27833 - 28714] [SHV-159: 36124 - 36984] ;KPC-2;27833;28714; No Integron found
KX348145.1;Klebsiella pneumoniae;strain Kp02 plasmid pKPC_Kp02, complete sequence;12101;23-JAN-2017;unknown;pKPC_Kp02;1;unknown;[unknown] ;KPC-3 ;[KPC-3: 7494 - 8375] ;KPC-3;7494;8375; No Integron found
KX348146.1;Klebsiella pneumoniae;strain Kp46 plasmid pKPC_Kp46, complete sequence;50225;23-JAN-2017;unknown;pKPC_Kp46;64;unknown;[Tn3] ;KPC-3 TEM-181 OXA-9 OXA-9 ;[KPC-3: 21557 - 22438] [TEM-181: 5675 - 6535] [OXA-9: 10516 - 11030] [OXA-9: 7235 - 7562] ;KPC-3;21557;22438;[integron_01: 11090 - 12553] 
KX397572.1;Klebsiella pneumoniae;strain Kp196 plasmid pKp196, complete sequence;56701;22-JUN-2017;Brazil;pKp196 TIET-4200;68;IncN;[unknown] ;KPC-2 ;[KPC-2: 30327 - 31208] ;KPC-2;30327;31208; No Integron found
KX683284.1;Escherichia coli;strain EcU443 plasmid pECSEV_02, complete sequence;70401;12-APR-2017;unknown;pECSEV_02;76;IncX3;[Tn3] ;KPC-2 SHV-159 ;[KPC-2: 39101 - 39982] [SHV-159: 32510 - 33370] ;KPC-2;39101;39982; No Integron found
KX756453.1;Klebsiella pneumoniae;strain 1194/11 plasmid pKP1194a, complete sequence;46327;06-SEP-2016;Brazil;pKP1194a;135;IncU;[Tn3] ;KPC-2 ;[KPC-2: 5403 - 6284] ;KPC-2;5403;6284;[integron_01: 44595 - 45178] 
KX783439.1;Enterobacter cloacae;strain EC4365 plasmid pEC4365, complete sequence;15892;07-NOV-2016;Brazil;pEC4365;16;unknown;[unknown] ;KPC-2 ;[KPC-2: 12176 - 13057] ;KPC-2;12176;13057; No Integron found
KX783440.1;Klebsiella pneumoniae;strain KP4365 plasmid pKP4365, complete sequence;15892;07-NOV-2016;Brazil;pKP4365;16;unknown;[unknown] ;KPC-2 ;[KPC-2: 12176 - 13057] ;KPC-2;12176;13057; No Integron found
KX783441.1;Klebsiella pneumoniae;strain KP4368 plasmid pKP4368, complete sequence;68104;07-NOV-2016;Brazil;pKP4368;64;IncL/M;[unknown] ;KPC-2 ;[KPC-2: 23946 - 24827] ;KPC-2;23946;24827; No Integron found
KX828722.1;Klebsiella pneumoniae;strain KPC-079 plasmid carbapenem-hydrolyzing class A beta-lactamase KPC-27 (blaKPC) gene, blaKPC-27 allele,;895;30-JAN-2017;unknown;unnamed;1;unknown;[unknown] ;KPC-27 ;[KPC-27: 1 - 882] ;KPC-27;1;882; No Integron found
KX868553.1;Enterobacter cloacae;strain H133020611 plasmid pJFKPC-4, complete sequence;12685;22-MAR-2017;United Kingdom;pJFKPC-4;10;unknown;[unknown] ;KPC-4 ;[KPC-4: 3044 - 3925] ;KPC-4;3044;3925; No Integron found
KX881941.1;Klebsiella pneumoniae;subsp. pneumoniae strain H154180724 plasmid pJF-WMKPCN1, complete sequence;50300;01-MAR-2017;unknown;pJF-WMKPCN1;68;IncN;[unknown] ;KPC-2 TEM-1 ;[KPC-2: 26060 - 26941] [TEM-1: 24941 - 25801] ;KPC-2;26060;26941; No Integron found
KX928750.1;Klebsiella pneumoniae;strain CRKP-1-KPC plasmid pCRKP-1-KPC, complete sequence;66533;08-MAY-2017;China;pCRKP-1-KPC;121;IncN;[Tn3] ;KPC-2 CTX-M-3 TEM-1 ;[KPC-2: 6012 - 6893] [CTX-M-3: 44290 - 45165] [TEM-1: 42648 - 43508] ;KPC-2;6012;6893;[integron_01: 30127 - 37095] [integron_02: 31151 - 41744] 
KX928751.1;Klebsiella pneumoniae;strain CRKP-5-KPC plasmid pCRKP-5-KPC, complete sequence;69461;08-MAY-2017;China;pCRKP-5-KPC;118;IncN;[Tn3] ;KPC-2 CTX-M-3 TEM-1 ;[KPC-2: 5642 - 6523] [CTX-M-3: 55070 - 55945] [TEM-1: 56720 - 57580] ;KPC-2;5642;6523;[integron_01: 8055 - 11714] [integron_02: 37766 - 39571] 
KX928752.1;Klebsiella pneumoniae;strain CRKP-59-KPC plasmid pCRKP-59-KPC, complete sequence;220076;08-MAY-2017;China;pCRKP-59-KPC;19;IncY;[Tn3] ;KPC-2 TEM-1 ;[KPC-2: 31795 - 32676] [TEM-1: 18291 - 19151] ;KPC-2;31795;32676;[integron_01: 11225 - 12124] 
KY062156.1;Escherichia coli;strain zeyy plasmid genomic sequence;42020;07-OCT-2017;unknown;unnamed;141;unknown;[Tn3] ;KPC-2 ;[KPC-2: 40455 - 41336] ;KPC-2;40455;41336; No Integron found
KY093013.1;Enterobacter aerogenes;strain Eaer-4382, plasmid pEaer-4382b, complete sequence;136443;26-FEB-2018;unknown;pEaer-4382b;61;unknown;[unknown] ;KPC-3 OXA-2 ;[KPC-3: 43626 - 44507] [OXA-2: 13664 - 14491] ;KPC-3;43626;44507;[integron_01: 6453 - 6536] [integron_02: 10105 - 14719] 
KY093014.1;Enterobacter aerogenes;strain Eaer-4382, plasmid pEaer-4382s, complete sequence;110326;26-FEB-2018;unknown;pEaer-4382s;61;unknown;[unknown] ;KPC-3 ;[KPC-3: 17869 - 18750] ;KPC-3;17869;18750;[integron_01: 6453 - 6536] 
KY128483.1;Klebsiella oxytoca;strain 97_38 plasmid pKm38_N, complete sequence;69746;06-FEB-2017;USA;pKm38_N;16;IncN;[Tn3] ;KPC-2 TEM-181 OXA-9 ;[KPC-2: 28003 - 28884] [TEM-181: 40935 - 41795] [OXA-9: 39411 - 40235] ;KPC-2;28003;28884;[integron_01: 2858 - 4951] [integron_02: 37888 - 40752] 
KY128484.1;Klebsiella michiganensis;strain 97_58 plasmid pKm38_N, complete sequence;70887;06-FEB-2017;USA;pKm38_N;16;IncN;[Tn3] ;KPC-2 TEM-181 OXA-9 ;[KPC-2: 28300 - 29181] [TEM-181: 42060 - 42920] [OXA-9: 40536 - 41360] ;KPC-2;28300;29181;[integron_01: 3155 - 5248] [integron_02: 39013 - 41877] 
KY270849.1;Klebsiella pneumoniae;strain 12181 plasmid p0716-KPC, complete sequence;145589;08-APR-2017;China;p0716-KPC;54;IncQ1;[Tn3] ;KPC-2 TEM-40 ;[KPC-2: 110192 - 111073] [TEM-40: 101027 - 101887] ;KPC-2;110192;111073;[integron_01: 15694 - 17867] 
KY270850.1;Klebsiella pneumoniae;strain 0716 plasmid p12181-KPC, complete sequence;142095;08-APR-2017;China;p12181-KPC;57;IncQ1;[Tn3] ;KPC-2 ;[KPC-2: 9655 - 10536] ;KPC-2;9655;10536;[integron_01: 100106 - 102279] 
KY271403.1;Klebsiella pneumoniae;strain Kp_48 plasmid pKpQIL-307_48, complete sequence;118164;22-MAY-2017;unknown;pKpQIL-307_48;60;IncFIB;[Tn3] ;KPC-3 TEM-181 OXA-9 ;[KPC-3: 8673 - 9554] [TEM-181: 113130 - 113990] [OXA-9: 114690 - 115514] ;KPC-3;8673;9554;[integron_01: 90618 - 90697] 
KY271413.1;Klebsiella pneumoniae;strain KL49 plasmid IncN_typeA, complete sequence;55122;22-MAY-2017;unknown;IncN_typeA;130;IncN;[unknown] ;KPC-30 KPC-33 ;[KPC-30: 18957 - 19334] [KPC-33: 18582 - 18956] ;KPC-30;18957;19334;[integron_01: 10674 - 11345] [integron_02: 23805 - 24920] 
KY271414.1;Klebsiella pneumoniae;strain H151440672 plasmid IncN_typeB, complete sequence;53603;22-MAY-2017;unknown;IncN_typeB;68;IncN;[Tn3] ;KPC-2 TEM-1 ;[KPC-2: 24916 - 25797] [TEM-1: 23797 - 24657] ;KPC-2;24916;25797; No Integron found
KY271415.1;Klebsiella pneumoniae;strain H151400611 plasmid IncN_typeC, complete sequence;56476;22-MAY-2017;unknown;IncN_typeC;128;IncN;[Tn3] ;KPC-2 TEM-1 ;[KPC-2: 32496 - 33377] [TEM-1: 31377 - 32237] ;KPC-2;32496;33377;[integron_01: 1325 - 3047] 
KY296095.1;Pseudomonas aeruginosa;strain 14057 plasmid p14057-KPC, complete sequence;52402;28-JUN-2017;China;p14057-KPC;132;unknown;[Tn1721] ;KPC-2 ;[KPC-2: 9211 - 10092] ;KPC-2;9211;10092; No Integron found
KY296104.1;Enterobacter cloacae;strain 13E169 plasmid pHN84KPC, complete sequence;39930;28-MAR-2017;China;pHN84KPC;110;unknown;[Tn1721] [Tn3] ;KPC-2 ;[KPC-2: 30032 - 30913] ;KPC-2;30032;30913; No Integron found
KY399972.1;Enterobacter cloacae;strain EClY2402 plasmid pKPC2_EClY2402, complete sequence;89474;21-MAR-2017;unknown;pKPC2_EClY2402;91;unknown;[Tn1721] [Tn3] ;KPC-2 TEM-1 ;[KPC-2: 5682 - 6563] [TEM-1: 5018 - 5587] ;KPC-2;5682;6563; No Integron found
KY399973.1;Enterobacter cloacae;strain EClY2403 plasmid pKPC2_EClY2403, complete sequence;89474;21-MAR-2017;unknown;pKPC2_EClY2403;91;unknown;[Tn1721] [Tn3] ;KPC-2 TEM-214 ;[KPC-2: 5682 - 6563] [TEM-214: 5018 - 5587] ;KPC-2;5682;6563; No Integron found
KY659387.1;Citrobacter freundii;strain 30 plasmid pCfr-30, complete sequence;54054;19-MAY-2017;unknown;pCfr-30;76;IncX3;[Tn3] ;KPC-3 SHV-159 ;[KPC-3: 7326 - 8207] [SHV-159: 16426 - 17286] ;KPC-3;7326;8207; No Integron found
KY659388.1;Citrobacter freundii;strain 145 plasmid pCr-145, complete sequence;54054;19-MAY-2017;unknown;pCr-145;76;IncX3;[Tn3] ;KPC-3 SHV-159 ;[KPC-3: 14113 - 14994] [SHV-159: 6514 - 7374] ;KPC-3;14113;14994; No Integron found
KY689238.1;Klebsiella pneumoniae;strain TP-P16 plasmid pKPC_P16, complete sequence;87101;07-JUL-2017;unknown;pKPC_P16;26;unknown;[Tn3] ;KPC-2 SHV-12 ;[KPC-2: 64729 - 65610] [SHV-12: 55881 - 56741] ;KPC-2;64729;65610; No Integron found
KY798505.1;Klebsiella pneumoniae;plasmid pKpQIL-D1, complete sequence;119588;15-MAY-2017;United Kingdom;pKpQIL-D1;60;IncFIB;[unknown] ;KPC-2 ;[KPC-2: 62486 - 63367] ;KPC-2;62486;63367;[integron_01: 102110 - 102189] 
KY798506.1;Escherichia coli;plasmid pKpQIL-D2, complete sequence;113339;15-MAY-2017;United Kingdom;pKpQIL-D2;60;unknown;[Tn3] ;KPC-2 TEM-181 OXA-9 ;[KPC-2: 13413 - 14294] [TEM-181: 25480 - 26340] [OXA-9: 23956 - 24780] ;KPC-2;13413;14294; No Integron found
KY798507.1;Klebsiella pneumoniae;plasmid pKpQIL-UK, complete sequence;115263;15-MAY-2017;United Kingdom;pKpQIL-UK;60;IncFIB;[Tn3] ;KPC-2 TEM-181 OXA-9 ;[KPC-2: 15984 - 16865] [TEM-181: 28051 - 28911] [OXA-9: 26527 - 27351] ;KPC-2;15984;16865;[integron_01: 51344 - 51423] 
KY913901.1;Klebsiella oxytoca;strain pKOX3 plasmid p5-KPC, complete sequence;40851;27-JUN-2017;China;unknown;139;IncP;[Tn3] ;KPC-2 TEM-40 ;[KPC-2: 23414 - 24295] [TEM-40: 24517 - 25086] ;KPC-2;23414;24295; No Integron found
KY930324.1;Klebsiella pneumoniae;plasmid pUCLAKPC1, complete sequence;51900;23-OCT-2017;unknown;pUCLAKPC1;134;unknown;[Tn3] ;KPC-3 ;[KPC-3: 30672 - 31553] ;KPC-3;30672;31553;[integron_01: 20792 - 21736] 
KY930325.1;Klebsiella pneumoniae;plasmid pUCLAKPC2, complete sequence;67554;23-OCT-2017;unknown;pUCLAKPC2;76;IncX3;[Tn3] ;KPC-3 SHV-12 ;[KPC-3: 7155 - 8036] [SHV-12: 26360 - 27220] ;KPC-3;7155;8036; No Integron found
KY986974.1;Citrobacter freundii;strain 112298 plasmid p112298-tetA, complete sequence;193029;09-AUG-2017;China;p112298-tetA;25;IncQ1;[Tn21] [Tn3] ;CMY-2 KPC-2 ;[CMY-2: 37573 - 38718] [KPC-2: 159597 - 160478] ;KPC-2;159597;160478;[integron_01: 90149 - 92263] 
LN610760.1;Citrobacter freundii;plasmid pCF8698_KPC2, strain CF8698, complete sequence;54808;26-JUL-2016;Germany;pCF8698_KPC2;68;IncN;[unknown] ;KPC-2 TEM-1 ;[KPC-2: 34173 - 35054] [TEM-1: 33054 - 33914] ;KPC-2;34173;35054; No Integron found
LT009688.1;Klebsiella pneumoniae;plasmid pIT-06C07, strain O6CO7, complete sequence;168863;07-JUN-2016;unknown;pIT-06C07;17;IncFIB;[unknown] ;KPC-2 ;[KPC-2: 154304 - 155185] ;KPC-2;154304;155185; No Integron found
LT009689.1;Klebsiella pneumoniae;plasmid pIT-12C73, strain 12C73, complete sequence;107839;07-JUN-2016;unknown;pIT-12C73;85;unknown;[Tn3] ;KPC-2 TEM-181 OXA-9 ;[KPC-2: 8863 - 9744] [TEM-181: 75553 - 76413] [OXA-9: 74029 - 74853] ;KPC-2;8863;9744; No Integron found
LT216438.1;Klebsiella pneumoniae;isolate 207M1D0-sc-2013-04-03T11:21:06Z-1606409 genome assembly, plasmid: KPN207_p2;119601;16-MAY-2016;unknown;KPN207_p2;72;IncFIB;[Tn3] ;KPC-2 TEM-181 OXA-9 ;[KPC-2: 94755 - 95636] [TEM-181: 82709 - 83569] [OXA-9: 84269 - 85093] ;KPC-2;94755;95636;[integron_01: 60197 - 60276] 
LT599826.1;Escherichia coli;isolate E. coli NRZ14408 genome assembly, plasmid: p14408_1;139146;10-JAN-2017;unknown;p14408_1;59;IncFIB;[unknown] ;KPC-2 TEM-1 OXA-1 ;[KPC-2: 11621 - 12502] [TEM-1: 10502 - 11362] [OXA-1: 855 - 1685] ;KPC-2;11621;12502;[integron_01: 31 - 137186] 
LT599827.1;Escherichia coli;isolate E. coli NRZ14408 genome assembly, plasmid: p14408_2;89456;10-JAN-2017;unknown;p14408_2;95;IncN;[unknown] ;KPC-2 TEM-1 OXA-1 ;[KPC-2: 68332 - 69213] [TEM-1: 67213 - 68073] [OXA-1: 57566 - 58396] ;KPC-2;68332;69213;[integron_01: 39267 - 40310] [integron_02: 55689 - 60169] 
LT838197.1;Escherichia coli;isolate WI1 isolate genome assembly, plasmid: pWI1-KPC3;55297;20-APR-2017;unknown;pWI1-KPC3;68;IncN;[unknown] ;KPC-3 ;[KPC-3: 29202 - 30083] ;KPC-3;29202;30083; No Integron found
LT992437.1;Citrobacter freundii;isolate CF121SC21 genome assembly, plasmid: 1;40761;31-MAR-2018;unknown;1;139;IncP;[Tn3] ;KPC-2 TEM-40 ;[KPC-2: 23328 - 24209] [TEM-40: 24431 - 25000] ;KPC-2;23328;24209; No Integron found
MF072963.1;Citrobacter freundii;strain P10159 plasmid pP10159-3, complete sequence;43374;13-FEB-2018;China;pP10159-3;7;unknown;[Tn1721] [Tn3] ;KPC-2 ;[KPC-2: 7737 - 8618] ;KPC-2;7737;8618; No Integron found
MF133495.1;Klebsiella pneumoniae;strain 675920 plasmid p675920-1, complete sequence;166338;01-AUG-2017;China;p675920-1;26;unknown;[Tn3] ;KPC-2 CTX-M-65 TEM-1 ;[KPC-2: 73948 - 74829] [CTX-M-65: 6220 - 7095] [TEM-1: 14354 - 15214] ;KPC-2;73948;74829; No Integron found
MF150120.1;Klebsiella pneumoniae;strain A64477 plasmid pKP64477d, complete sequence;47159;03-JUL-2017;unknown;pKP64477d;137;IncU;[Tn3] ;KPC-2 ;[KPC-2: 3034 - 3915] ;KPC-2;3034;3915;[integron_01: 42226 - 43691] 
MF156695.1;Klebsiella pneumoniae;strain 1642 plasmid p1642-1, complete sequence;167763;05-MAY-2018;unknown;p1642-1;37;unknown;[Tn3] ;KPC-2 TEM-1 ;[KPC-2: 83529 - 84410] [TEM-1: 119234 - 120094] ;KPC-2;83529;84410; No Integron found
MF156708.1;Klebsiella pneumoniae;strain 13294 plasmid p13294-KPC, complete sequence;121111;19-AUG-2017;China;p13294-KPC;71;unknown;[Tn1721] [Tn3] ;KPC-2 ;[KPC-2: 17358 - 18239] ;KPC-2;17358;18239; No Integron found
MF156709.1;Klebsiella aerogenes;strain E20 plasmid pE20-KPC, complete sequence;46231;19-AUG-2017;China;pE20-KPC;138;unknown;[Tn3] ;KPC-2 ;[KPC-2: 9216 - 10097] ;KPC-2;9216;10097; No Integron found
MF156710.1;Proteus mirabilis;strain GN2 plasmid pGN2-KPC, complete sequence;46982;19-AUG-2017;China;pGN2-KPC;138;unknown;[Tn3] ;KPC-2 TEM-40 ;[KPC-2: 9216 - 10097] [TEM-40: 10192 - 10761] ;KPC-2;9216;10097; No Integron found
MF156711.1;Serratia marcescens;strain GN26 plasmid pGN26-KPC, complete sequence;46954;19-AUG-2017;China;pGN26-KPC;138;unknown;[Tn3] ;KPC-2 TEM-40 ;[KPC-2: 9146 - 10027] [TEM-40: 10122 - 10691] ;KPC-2;9146;10027; No Integron found
MF156712.1;Morganella morganii;strain GN28 plasmid pGN28-KPC, complete sequence;46782;19-AUG-2017;China;pGN28-KPC;138;unknown;[Tn3] ;KPC-2 TEM-40 ;[KPC-2: 9216 - 10097] [TEM-40: 10192 - 10761] ;KPC-2;9216;10097; No Integron found
MF168402.1;Klebsiella pneumoniae;strain 1068 plasmid p1068-KPC, complete sequence;148191;23-AUG-2017;China;p1068-KPC;44;unknown;[Tn1721] [Tn3] ;KPC-2 CTX-M-65 SHV-12 TEM-1 ;[KPC-2: 79979 - 80860] [CTX-M-65: 6219 - 7094] [SHV-12: 71131 - 71991] [TEM-1: 16138 - 16998] ;KPC-2;79979;80860; No Integron found
MF168403.1;Klebsiella pneumoniae;strain 12139 plasmid p12139-KPC, complete sequence;171845;23-AUG-2017;China;p12139-KPC;35;unknown;[Tn3] ;KPC-2 CTX-M-65 TEM-1 ;[KPC-2: 78299 - 79180] [CTX-M-65: 6220 - 7095] [TEM-1: 16140 - 17000] ;KPC-2;78299;79180; No Integron found
MF168404.1;Klebsiella pneumoniae;strain 20049 plasmid p20049-KPC, complete sequence;153820;23-AUG-2017;China;p20049-KPC;43;unknown;[Tn3] ;KPC-2 CTX-M-65 SHV-12 TEM-1 ;[KPC-2: 80558 - 81439] [CTX-M-65: 6220 - 7095] [SHV-12: 89427 - 90287] [TEM-1: 19671 - 20531] ;KPC-2;80558;81439; No Integron found
MF168405.1;Klebsiella pneumoniae;strain 64917 plasmid p64917-KPC, complete sequence;171840;23-AUG-2017;China;p64917-KPC;35;unknown;[Tn3] ;KPC-2 CTX-M-65 TEM-1 ;[KPC-2: 78298 - 79179] [CTX-M-65: 6220 - 7095] [TEM-1: 16139 - 16999] ;KPC-2;78298;79179; No Integron found
MF168406.1;Klebsiella pneumoniae;strain 283747 plasmid p283747-KPC, complete sequence;150136;23-AUG-2017;China;p283747-KPC;47;unknown;[Tn3] ;KPC-2 CTX-M-65 SHV-12 TEM-1 ;[KPC-2: 68189 - 69070] [CTX-M-65: 6038 - 6913] [SHV-12: 56988 - 57848] [TEM-1: 15958 - 16818] ;KPC-2;68189;69070; No Integron found
MF344555.1;Klebsiella pneumoniae;strain strain 13190 plasmid p13190-KPC, complete sequence;42473;21-FEB-2018;China;p13190-KPC;141;unknown;[Tn3] ;KPC-2 TEM-40 ;[KPC-2: 9889 - 10770] [TEM-40: 9225 - 9794] ;KPC-2;9889;10770; No Integron found
MF383354.1;Escherichia coli;strain TS79e plasmid pHNTS79-KPC, partial sequence;6183;26-OCT-2017;China;pHNTS79-KPC;2;unknown;[Tn3] ;KPC-2 ;[KPC-2: 1763 - 2644] ;KPC-2;1763;2644; No Integron found
MF437312.1;Klebsiella pneumoniae;strain CR-HvKP4 plasmid pKPC-CR-HvKP4, complete sequence;180122;11-SEP-2017;China;pKPC-CR-HvKP4;26;unknown;[Tn3] ;KPC-2 CTX-M-65 TEM-1 ;[KPC-2: 76605 - 77486] [CTX-M-65: 5660 - 6535] [TEM-1: 15580 - 16440] ;KPC-2;76605;77486; No Integron found
MF497780.1;Citrobacter freundii;strain Cfr-31816cz plasmid pCfr-31816cz, complete sequence;47495;20-NOV-2017;unknown;pCfr-31816cz;103;unknown;[Tn1721] ;KPC-2 OXA-1 ;[KPC-2: 38185 - 39066] [OXA-1: 20841 - 21671] ;KPC-2;38185;39066;[integron_01: 18851 - 23548] 
MF497781.1;Citrobacter freundii;strain Cfr-36049cz plasmid pCrf-36049cz, complete sequence;82511;20-NOV-2017;unknown;pCrf-36049cz;103;unknown;[Tn1721] [Tn3] ;KPC-2 OXA-1 ;[KPC-2: 38185 - 39066] [OXA-1: 20841 - 21671] ;KPC-2;38185;39066;[integron_01: 18851 - 23548] [integron_02: 41347 - 42291] 
MF497782.1;Morganella morganii;strain Mmo-37590cz plasmid pMMO-37590cz, complete sequence;30481;20-NOV-2017;unknown;pMMO-37590cz;145;IncP;[unknown] ;KPC-2 OXA-1 ;[KPC-2: 6655 - 7536] [OXA-1: 24050 - 24880] ;KPC-2;6655;7536;[integron_01: 22173 - 25610] 
MF788069.1;Raoultella ornithinolytica;strain 23141 plasmid p23141-1, complete sequence;72305;20-DEC-2017;China;p23141-1;114;unknown;[Tn1721] [Tn3] ;KPC-2 CTX-M-14 ;[KPC-2: 17343 - 18224] [CTX-M-14: 62155 - 63030] ;KPC-2;17343;18224;[integron_01: 24154 - 25444] 
MF918372.1;Klebsiella pneumoniae;plasmid p1512-KPC, complete sequence;119379;26-DEC-2017;unknown;p1512-KPC;74;unknown;[Tn3] ;KPC-2 CTX-M-65 TEM-1 ;[KPC-2: 69241 - 70122] [CTX-M-65: 6220 - 7095] [TEM-1: 14045 - 14905] ;KPC-2;69241;70122; No Integron found
MG053313.1;Klebsiella pneumoniae;strain KP267 plasmid pKPC-CR-HvKP267, complete sequence;58514;26-DEC-2017;China;pKPC-CR-HvKP267;125;unknown;[Tn3] ;KPC-2 LAP-2 ;[KPC-2: 8953 - 9834] [LAP-2: 54614 - 55471] ;KPC-2;8953;9834;[integron_01: 40682 - 42206] 
MG288681.1;Klebsiella aerogenes;strain E20 plasmid pE20-FIIA, complete sequence;107426;16-APR-2018;China;pE20-FIIA;87;unknown;[Tn3] ;KPC-2 TEM-1 TEM-40 ;[KPC-2: 21881 - 22762] [TEM-1: 5566 - 6426] [TEM-40: 22857 - 23426] ;KPC-2;21881;22762;[integron_01: 8702 - 10875] 
MG557994.1;Citrobacter freundii;strain Cfr-27569cz plasmid pCfr-27569cz, complete sequence;47495;13-DEC-2017;unknown;pCfr-27569cz;103;unknown;[unknown] ;KPC-2 OXA-1 ;[KPC-2: 38185 - 39066] [OXA-1: 20841 - 21671] ;KPC-2;38185;39066;[integron_01: 18851 - 23548] 
MG557995.1;Citrobacter freundii;strain Cfr-31260cz plasmid pCfr-31260cz, complete sequence;47495;13-DEC-2017;unknown;pCfr-31260cz;103;unknown;[Tn1721] ;KPC-2 OXA-1 ;[KPC-2: 38185 - 39066] [OXA-1: 20841 - 21671] ;KPC-2;38185;39066;[integron_01: 18851 - 23548] 
MG557996.1;Citrobacter freundii;strain Cfr-33038cz plasmid pCfr-33038cz, complete sequence;47495;13-DEC-2017;unknown;pCfr-33038cz;103;unknown;[Tn1721] ;KPC-2 OXA-1 ;[KPC-2: 38185 - 39066] [OXA-1: 20841 - 21671] ;KPC-2;38185;39066;[integron_01: 18851 - 23548] 
MG557997.1;Citrobacter freundii;strain Cfr-36808cz plasmid pCfr-36808cz, complete sequence;47495;13-DEC-2017;unknown;pCfr-36808cz;103;unknown;[Tn1721] ;KPC-2 OXA-1 ;[KPC-2: 38185 - 39066] [OXA-1: 20841 - 21671] ;KPC-2;38185;39066;[integron_01: 18851 - 23548] 
MG557998.1;Klebsiella pneumoniae;strain Kpn-35786cz plasmid pKpn-35786cz, complete sequence;47495;13-DEC-2017;unknown;pKpn-35786cz;103;unknown;[unknown] ;KPC-2 OXA-1 ;[KPC-2: 38185 - 39066] [OXA-1: 20841 - 21671] ;KPC-2;38185;39066;[integron_01: 18851 - 23548] 
MG557999.1;Escherichia coli;strain Eco-36682cz plasmid pEco-36682cz, complete sequence;82511;13-DEC-2017;unknown;pEco-36682cz;103;unknown;[Tn3] ;KPC-2 OXA-1 ;[KPC-2: 38185 - 39066] [OXA-1: 20841 - 21671] ;KPC-2;38185;39066;[integron_01: 18851 - 23548] [integron_02: 41347 - 42291] 
MG558000.1;Citrobacter freundii;strain Cfr-33795cz plasmid pCfr-33795cz, complete sequence;30481;13-DEC-2017;unknown;pCfr-33795cz;145;IncP;[unknown] ;KPC-2 OXA-1 ;[KPC-2: 6655 - 7536] [OXA-1: 24050 - 24880] ;KPC-2;6655;7536;[integron_01: 22173 - 25610] 
